"id","details","operator","operator_circle","price","validity","categories"
125,"Validity Extension | Unlimited voice (Local/STD) any-net in Home LSA and national roaming incl | MTNL network in Mumbai and Delhi + Unlimited data with speed reduced to 40 Kbps after 2GB/day + free 100 SMS/day + Bundling of Challenges Arena Mobile Gaming Service on Progressive Web App(PWA) by M/s Onmobile Global Ltd | Charges after freebies are as follows: Voice call charges: Local calls Rs 1/min, STD calls Rs 1.3/min Video Calls : Local/STD:- Rs 2/min SMS: Local 80p/SMS, National: Rs 1.20/SMS International: Rs 5/SMS Data Charges 25p/MB(recharge on the same date every month)",BSNL Mobile,andra-pradesh-telangana,"229","32 days","Combo,Truly_unlimited"
126,Unlimited voice calls Local/STD/Roaming incl.MTNL network+ Unlimited data with speed reduced to 40 kbps after 2GB/day+ 100 SMS/day+ Bundling of Challenges Arena Mobile Gaming Service on Progressive Web App (PWA) by M/s Onmobile Global Limited + *Rs.10 Talk value in Main Account balance.*Freebies validity of 1 month is not applicable to Rs.10 in main account balance,BSNL Mobile,andra-pradesh-telangana,"239","32 days","Combo,Truly_unlimited"
127,"2G/3G Data: 50 GB | Unlimited Data Pack | Post FUP Speed: 40 Kbps | Local, STD & Roaming Calls: Unlimited | SMS: 100 SMS / Day | Talktime (Main account): Rs | 10 | EROS NOW Entertainment Services | BSNL Tunes",BSNL Mobile,andra-pradesh-telangana,"247","30 days","Combo,Truly_unlimited,Entertainment"
128,"For Validity Extension / Plan Migration customers only | Truly unlimited voice in Home LSA and National roaming including MTNL roaming area of Delhi and Mumbai + Unlimited Data with speed reduced to 40 kbps after 2GB/day + 100 SMS/day | Freebies validity 45 days | Migration from other Plan not allowed.Charges after freebies are as follows: Voice call charges: Local calls Rs 1/min, STD calls Rs 1.3/min Video Calls : Local/STD:- Rs 2/min SMS: Local 80p/SMS, National: Rs 1.20/SMS International: Rs 5/SMS Data Charges 25p/MB | Applicable only for FRC_249.",BSNL Mobile,andra-pradesh-telangana,"249","45 days","Combo,Truly_unlimited"
129,"2G/3G Data: 70 GB | + Zing.",BSNL Mobile,andra-pradesh-telangana,"251","28 days","Data,Entertainment"
130,U/L voice calls (Local/STD) any-net in Home LSA and National Roaming (incl | Mumbai and Delhi) + U/L Data with speed reduced to 40Kbps after 2GB/day + 100 SMS/ day incl | MTNL area Mumbai and Delhi + BSNL Tunes + EROS Now service + Hardy Mobile Games service by M/s ONE97 communications limited + Challenges Arena Mobile Gaming Service on Progressive Web App(PWA) by M/s Onmobile Global Ltd + Astrotell and GameOn services by M/s Ubarri Marketing Private Limited + GAMEIUM premium gaming application by M/S ADVYSORS INC,BSNL Mobile,andra-pradesh-telangana,"269","28 days","Combo,Truly_unlimited"
131,Intl Roaming STV for Singapore(This pack is valid for roaming into network of M/s StarHub in Singapore).Free Data/ Data Charges Rs 0.5/MB.Free Voice/ Voice charges 30 mins of International Roaming calls which include Outgoing local calls | calls back to India and Incoming Calls only.Call back to India Rs 10.90/min.Outgoing Local call Rs 4.6/min.Outgoing International Rs 52.8/min.Incoming call Rs 2/min.Outgoing SMS Rs 2/SMS.To avail International Roaming services it is is mandatory to replace Normal SIM with International Roaming SIM and recharge of IR STV 57 or 167.,BSNL Mobile,andra-pradesh-telangana,"279","28 days",International_roaming
132,"2G/3G Data: 1 GB / Day | Unlimited Data Pack | Post FUP Speed: 40 Kbps | Local, STD & Roaming Calls: Unlimited | SMS: 100 SMS / Day | EROS NOW Entertainment Services | (including Mumbai and Delhi)",BSNL Mobile,andra-pradesh-telangana,"298","52 days","Combo,Truly_unlimited"
133,"3G Data: 3 GB / Day | Unlimited Data Pack | Post FUP Speed: 40 Kbps | Local, STD & Roaming Calls: Unlimited | SMS: 100 SMS / Day | including MTNL area Mumbai and Delhi",BSNL Mobile,andra-pradesh-telangana,"299","30 days","Combo,Truly_unlimited"
134,"2G/3G Data: 10 GB | Local, STD & Roaming Calls: Unlimited | SMS: 300 SMS | (including MTNL roaming area of Delhi and Mumbai)",BSNL Mobile,andra-pradesh-telangana,"319","65 days","Combo,Truly_unlimited"
135,"3G Data: 2 GB / Day | Unlimited Data Pack | Post FUP Speed: 40 Kbps | Local, STD & Roaming Calls: Unlimited | SMS: 100 SMS | incl | while roaming in Mumbai and New Delhi + Bundling of Challenges Arena Mobile Gaming Service on Progressive web APP(PWA) by M/S Onmobile Global limited",BSNL Mobile,andra-pradesh-telangana,"347","54 days","Combo,Truly_unlimited"
136,For Validity Extension / Plan Migration customers only | Unlimited Voice calls Local/STD/roaming incl | MTNL network for 30 days + Unlimited Data with speed reduced to 40 kbps after 2 GB/day for 30 days +100 SMS/day for 30 days | All Freebies valid for 30 days only | Plan validity is 180 days | Applicable only for PV_397.,BSNL Mobile,andra-pradesh-telangana,"397","180 days","Combo,Truly_unlimited"
137,Unlimited Data with speed reduced to 40kbps after 120GB + Unlimited voice calls in Home LSA and National roaming incl | MTNL network in Delhi/Mumbai + 100 SMS/day in home and national roaming including MTNL network roaming area of Delhi and Mumbai,BSNL Mobile,andra-pradesh-telangana,"398","30 days","Combo,Truly_unlimited"
138,For Validity Extension / Plan Migration customers only | Unlimited free Data with speed reduced to 40Kpbs after 1GB/day + Unlimited free voice calls in home and national roaming including MTNL network roaming area of Delhi and Mumbai + The 100 Free SMS/day will be applicable in home and national roaming including MTNL network roaming area of Delhi and Mumbai + Free BSNL tunes + Lokdhun content | Applicable only for FRC_399.,BSNL Mobile,andra-pradesh-telangana,"399","70 days","Combo,Truly_unlimited"
139,Local & STD Calls: 800 minutes,BSNL Mobile,andra-pradesh-telangana,"401","60 days",Talktime
140,"Local, STD & Roaming Calls: Unlimited | SMS: 300 SMS | (including MTNL network in Mumbai and Delhi)",BSNL Mobile,andra-pradesh-telangana,"439","90 days",Truly_unlimited
141,For Validity Extension / Plan Migration customers only | Unlimited voice calls/Day any-net (Local/STD) in Home LSA and Roaming including Mumbai and Delhi + Unlimited Data with speed restricted to 40 Kbps after 1.5GB Data/day + 100 SMS/day to Any N/w Including while Roaming in Mumbai and New Delhi,BSNL Mobile,andra-pradesh-telangana,"485","82 days","Combo,Truly_unlimited"
142,Roaming STV for UAE.40min Mobile Originated Call(Local).40min Mobile Originated Call to lndia.30min Mobile Terminated Call.Data 100MB.To avail International Roaming services it is is mandatory to replace Normal SIM with International Roaming SIM and recharge of IR STV 57 or 167,BSNL Mobile,andra-pradesh-telangana,"497","1 days",International_roaming
143,"2G/3G Data: 2 GB / Day | Local, STD & Roaming Calls: Unlimited | SMS: 100 SMS / Day | EROS NOW Entertainment Services | BSNL tune + GAMEIUM premium gaming application by M/s ADVYSORS INC (including MTNL area Mumbai and Delhi)",BSNL Mobile,andra-pradesh-telangana,"499","75 days","Combo,Truly_unlimited,Entertainment"
144,Talktime: Rs.500.0 | Validity: Existing Plan | For users with an active base plan.,BSNL Mobile,andra-pradesh-telangana,"500",N.A.,Talktime
145,International roaming calls which includes outgoing/incoming local calls and calls back to India only : 50mins.Calls back to India @ Rs.10.90/min.Outgoing local call @ Rs.4.6/min.Outgoing International call @ Rs.52.8/min.Incoming call @ Rs.2/min.Outgoing SMS @ Rs.2/SMS.Free data 200MB.Data Charges beyond free Data @ Rs0.5/MB.To avail International Roaming services it is is mandatory to replace Normal SIM with International Roaming SIM and recharge of IR STV 57 or 167(Singapore Pack),BSNL Mobile,andra-pradesh-telangana,"511","1 days",International_roaming
146,Talktime: Rs.550.0 | Validity: Existing Plan | For users with an active base plan.,BSNL Mobile,andra-pradesh-telangana,"550",N.A.,Talktime
147,"2G/3G Data: 3 GB / Day | Unlimited Data Pack | Post FUP Speed: 40 Kbps | Local, STD & Roaming Calls: Unlimited | SMS: 100 SMS / Day | Zing+PRBT + Astrotell and GameOn services by M/s Ubarri Marketing Private Limited + along with unlimited free night data during (0000 hours to 0500hours)(including while roaming in Mumbai and Delhi)",BSNL Mobile,andra-pradesh-telangana,"599","84 days","Combo,Truly_unlimited,Entertainment"
148,STV for Prepaid International Roaming.20min Mobile Oriqinated Call(Local).20min Mobile Originated Call to lndia.20min Mobile Terminated Call.Data 50MB.To avail International Roaming services it is mandatory to replace Normal SIM with International Roaming SIM and recharge of IR STV 57 or 167,BSNL Mobile,andra-pradesh-telangana,"659","1 days",International_roaming
149,For Validity Extension / Plan Migration customers only | Unlimited voice calls/Day any-net (Local/STD) in Home LSA and Roaming incl | Mumbai and Delhi + Unlimited data (speed restricted to 40 kbps after 2GB/day) + 100 SMS/day is including MTNL area Mumbai and Delhi + BSNL tune + Bundling of Astrotell and GameOn services by M/s Ubarri Marketing Private Limited | Applicable only for Plan_Voucher_666.,BSNL Mobile,andra-pradesh-telangana,"666","105 days","Combo,Truly_unlimited"
150,"For Validity Extension / Plan Migration customers only | Unlimited free voice calls in home and national roaming including MTNL network roaming area of Delhi and Mumbai.Unlimited free data with speed reduced to 40 kbps after 0.5GB/day.100 SMS/day is including MTNL area Mumbai and Delhi.Free PRBT for first 60 days.Base plan/All other tariff terms and Conditions as per ""Per Min plan"".Charges after freebies are as follows: Voice call charges: Local calls Rs 1/min, STD calls Rs 1.3/min Video Calls : Local/STD:- Rs 2/min SMS: Local 80p/SMS, National: Rs 1.20/SMS International: Rs 5/SMS Data Charges 25p/MB100 SMS/day is including MTNL area Mumbai and Delhi.Free PRBT for first 60 days.Base plan/All other tariff terms and Conditions as per ""Per Min plan"" | Applicable only for PV_699.",BSNL Mobile,andra-pradesh-telangana,"699","130 days","Combo,Truly_unlimited"
151,Free Data/Data Charges : 200 MB/after freebies data to be charged @ Rs.0.65/MB.Free Voice/Voice Charges : 30 Free mins to India/Local outgoing and incoming and 5 sms free.Outgoing SMS charges beyond free SMS @ Rs.3.9/SMS.Call back to India Rs.15.6/min.Outgoing Local Call Rs.5.2/min.Outgoing Intl Rs.52/min.-Incoming call Rs.11/min.Outgoing SMS Rs.3.9/SMS.To avail Intl Roaming services it is is mandatory to replace Normal SIM with Intl Roaming SIM and recharge of IR STV 57 or 167 (Mauritius Pack),BSNL Mobile,andra-pradesh-telangana,"705","1 days","Combo,Special_offer"
152,U/L voice* + U/L Data with speed reduced to 40Kbps after 2GB/day + 100SMS/day + BSNL Tunes + EROS Now Entertainment service + Hardy Mobile Games service by M/s ONE97 communications limited + Challenges Arena Mobile Gaming Service on Progressive Web App(PWA) by M/s Onmobile Global Ltd + Lystn music services provided by M/s Tellyfonic Digital Media + Lokdhun+ Zing + Astrotell and GameOn services? by M/s Ubarri Marketing Private Limited + GAMEIUM premium gaming application by M/s ADVYSORS INC,BSNL Mobile,andra-pradesh-telangana,"769","84 days","Combo,Truly_unlimited,Entertainment"
153,For Validity Extension / Plan Migration customers only | Unlimited Voice calls Local/STD/roaming incl.MTNL network for 60days + Unlimited Data with speed reduced to 40 kbps after 2 GB/day for 60days + 100 SMS/day for 60days.Freebies valid for first 60 days only.Plan validity is 300 days | Applicable only for SPL_ANNUAL_PV_797.,BSNL Mobile,andra-pradesh-telangana,"797","300 days","Combo,Truly_unlimited"
154,Intl Roaming STV for Bhutan.(This pack is valid for roaming into network of M/s B Mobile in Bhutan.).Free Data/ Data Charges: 200MB after free data to be charged at Rs.1.3/MB.Free Voice/ Voice charges: 40 Free Mins to India and local outgoing and incoming.30 Free SMS.call back to India 10.4/min.Outgoing Local call Rs 10.4/min.Outgoing International Rs 54.6/min.Incoming call Rs 4.1/min.Outgoing SMS Rs 2/SMS.To avail Intl Roaming services it is is mandatory to replace Normal SIM with Intl Roaming SIM and recharge of IR STV 57 or 167.,BSNL Mobile,andra-pradesh-telangana,"895","1 days",International_roaming
155,Roaming STV for UAE.120min Mobile Originated Call(Local).60min Mobile Originated Call to lndia.50min Mobile Terminated Call.Data 250MB.To avail International Roaming services it is is mandatory to replace Normal SIM with Intl Roaming SIM and recharge of IR STV 57 or 167,BSNL Mobile,andra-pradesh-telangana,"898","3 days",International_roaming
156,For Validity Extension / Plan Migration customers only | Unlimited voice (Local/STD) (on-net/off-net) in Home LSA and national roaming incl | Mumbai and Delhi + Unlimited Data speed reduced to 40kbps after 2GB/day + 100 SMS/day to Any N/w Including while Roaming in Mumbai and New Delhi for 160 days | PRBT for 2 months.Charges after freebies are as follows: Voice call: Local 2p/sec | Applicable only for PV_997.,BSNL Mobile,andra-pradesh-telangana,"997","160 days","Combo,Truly_unlimited"
157,"For Validity Extension / Plan Migration customers only | Unlimited voice Local/STD calls any net in Home LSA and national roaming including MTNL network in Mumbai and Delhi for 200 days + PRBT for 2 months.Charges after freebies are as follows: Voice call charges: Local calls Rs 1/min, STD calls Rs 1.3/min Video Calls : Local/STD:- Rs 2/min SMS: Local 80p/SMS, National: Rs 1.20/SMS International: Rs 5/SMS Data Charges 25p/MB | Applicable only for PV_999.",BSNL Mobile,andra-pradesh-telangana,"999","200 days","Combo,Truly_unlimited"
158,Talktime: Rs.844.46 | Validity: Existing Plan | For users with an active base plan.,BSNL Mobile,andra-pradesh-telangana,"1000",N.A.,Talktime
159,Talktime: Rs.1100.0 | Validity: Existing Plan | For users with an active base plan.,BSNL Mobile,andra-pradesh-telangana,"1100",N.A.,Talktime
160,Validity Extension | 300min any-net voice calls in Home LSA national roaming including MTNL area of Mumbai and Delhi+3GB Data+30SMS) per month for 12 months/365days | Applicable only for PV_1198.,BSNL Mobile,andra-pradesh-telangana,"1198","365 days","Talktime,Annual"
